,SEM-I,SEM-II,SEM-III,SEM-IV,SEM-V,SEM-VI,SEM-VII,SEM-VIII
1925,7.22,8.50,9.57,9.50,9.78,9.17,8.50,9.0
1926,6.72,8.25,8.96,9.62,8.87,7.57,7.00,9.0
1927,6.67,7.58,9.61,9.88,9.43,8.39,7.95,9.0
1928,7.53,8.38,8.52,10.00,9.61,7.52,7.68,8.71
1929,5.56,5.80,9.13,8.83,8.78,6.78,5.95,7.33
1930,7.22,8.00,9.43,9.17,8.61,7.10,6.59,7.9
1932,6.50,7.50,9.61,9.50,8.78,7.78,7.68,8.29
1933,7.75,8.28,8.91,9.04,8.73,7.65,7.59,8.43
1934,8.14,8.45,9.17,9.04,9.32,6.83,7.68,8.81
1935,8.22,8.10,8.96,9.00,7.95,8.26,7.95,8.86
1936,7.56,8.73,9.22,9.29,9.36,8.96,8.77,9.29
1938,6.72,7.68,8.78,8.50,9.09,7.61,8.14,9.33
1939,8.08,9.10,9.09,9.42,9.45,9.22,8.41,8.95
1941,6.92,7.75,8.35,9.33,9.09,8.30,7.45,8.67
1942,7.58,8.93,8.83,9.33,8.95,8.78,8.23,9.29
1944,6.53,7.63,8.70,8.92,8.91,8.35,7.64,8.43
1945,7.25,9.05,8.74,9.46,8.95,6.65,7.36,7.71
1946,8.00,8.08,7.78,8.83,8.55,8.09,7.23,8.43
1947,8.03,8.25,8.30,8.54,8.68,8.48,7.68,8.43
1948,7.53,7.28,8.61,8.79,9.64,5.22,7.27,7.43
1949,6.36,7.63,9.13,9.38,9.23,6.36,6.86,7.48
1950,6.78,8.45,8.26,8.63,8.50,7.43,8.18,8.76
1951,7.64,7.35,8.35,8.33,8.64,6.57,6.82,7.76
1952,7.97,8.53,7.96,8.58,8.45,7.35,6.77,7.67
1953,8.25,9.30,8.78,9.38,9.09,6.96,8.18,8.71
1954,6.94,8.63,9.22,9.38,9.09,8.74,8.09,8.29
1956,7.31,9.25,8.43,9.08,9.50,8.87,8.09,8.57
1957,7.58,9.30,9.43,9.46,9.27,8.70,8.36,8.9
1958,8.91,7.67,7.13,8.25,9.14,6.26,6.41,7.29
1959,7.58,8.90,8.39,8.83,9.00,8.78,7.64,8.24
1961,7.97,7.88,8.52,7.50,7.77,8.61,7.64,8.86
1962,6.31,7.70,9.35,9.67,9.64,7.87,7.95,8.57
1963,7.00,8.65,9.22,9.71,9.59,8.48,8.09,8.81
1964,9.17,9.60,9.35,9.42,9.41,9.87,8.45,9.57
1965,6.92,7.35,8.78,8.50,7.95,6.83,7.73,7.57
1966,6.33,6.90,8.78,8.75,9.14,8.09,8.23,8.43
1967,6.53,7.43,8.57,8.96,9.45,8.38,7.27,7.95
1968,7.61,8.93,9.35,9.50,9.64,7.83,8.09,9.29
1969,7.08,8.13,8.74,8.38,8.27,6.52,7.27,7.71
1970,6.94,7.85,8.13,8.62,9.68,7.65,7.27,7.81
1971,7.06,8.00,8.48,9.29,9.59,7.74,7.41,8.38
1973,8.81,8.28,9.61,9.46,9.82,7.65,7.36,8.43
1974,6.78,7.33,7.87,8.71,8.41,7.39,7.00,7.86
1975,7.19,7.10,8.61,8.75,7.82,6.85,6.50,7.29
1976,7.39,8.85,8.52,8.67,8.82,8.30,7.00,8.05
1977,7.86,8.50,9.13,9.04,9.41,8.43,7.50,8.48
1978,6.58,7.85,9.17,9.33,9.64,7.83,7.77,8.57
1981,7.42,6.90,8.30,8.63,8.68,6.39,6.32,7.14
1982,5.65,6.11,8.39,9.12,8.55,7.26,7.09,8.29
1983,7.61,8.95,9.00,8.75,9.09,9.26,9.18,9.14
1984,7.00,9.30,9.17,9.21,9.50,8.78,8.23,9.24
1985,8.06,9.60,9.61,9.17,9.86,9.09,8.77,9.14
1986,8.67,10.00,9.00,8.88,9.59,9.35,8.36,8.57
1987,6.31,7.85,8.87,9.63,9.41,9.04,8.59,9.29
1989,6.33,7.48,8.52,9.29,9.00,6.83,7.77,8.57
1990,8.36,7.38,8.52,8.54,9.05,6.96,6.86,7.86
1991,6.11,7.50,8.57,8.96,8.82,7.26,7.27,7.71
1993,7.17,8.90,9.35,9.13,9.32,9.48,8.36,9.57
1994,6.53,6.70,8.70,8.88,9.23,7.43,6.41,8.05
1995,6.83,7.85,9.17,9.38,9.59,7.26,7.23,8.14
1996,6.44,8.10,8.96,9.42,9.32,6.78,6.64,7.52
1997,7.03,8.40,8.30,9.17,9.05,7.48,7.14,7.95
1998,6.83,8.03,8.48,9.38,9.73,8.43,7.82,8.67
1999,6.20,5.85,8.83,9.25,9.09,7.48,7.77,8.14
2000,7.64,8.43,9.13,9.29,9.23,7.63,7.18,7.14
2001,8.14,7.68,8.57,9.17,9.32,7.65,7.68,8.29
2003,7.81,9.13,9.87,9.29,9.73,8.96,8.50,9.29
2004,8.04,7.81,8.65,8.92,9.41,5.35,6.64,7.38
2005,6.89,7.28,9.26,9.29,8.64,6.48,6.86,7.43
2007,7.89,8.80,9.35,9.25,9.86,8.30,7.95,8.29
2009,6.28,8.35,8.87,9.04,9.64,8.04,8.77,8.86
2010,9.56,9.90,10.00,9.96,9.96,9.52,7.91,9.86
2011,8.72,9.90,9.65,9.58,9.43,7.65,7.82,8.67
2012,6.06,6.93,8.57,8.54,8.70,7.39,7.09,7.48
2013,5.64,6.65,9.00,8.63,9.39,6.74,6.91,7.76
2014,6.39,6.15,8.74,8.63,8.91,7.48,6.45,7.62
2015,8.11,8.65,10.00,9.71,9.96,8.52,7.59,7.81
2016,8.00,8.65,9.87,9.17,9.52,8.04,7.64,8.29
2017,8.83,9.65,9.87,10.00,9.83,9.87,9.00,9.71
2018,8.67,9.85,8.83,9.75,9.57,9.83,8.91,9.43
2019,8.56,9.20,9.52,9.63,9.78,8.30,7.91,8.9
2020,7.89,9.50,9.78,9.92,9.70,8.91,8.50,9.19
2021,8.61,9.90,9.61,9.83,9.83,9.61,9.36,9.67
2022,7.28,8.25,9.65,9.71,9.83,7.39,7.00,8.33
2023,9.22,9.38,9.83,9.88,9.83,8.17,8.27,9.29
2024,6.67,7.75,9.30,9.17,9.70,7.22,7.41,7.81
2025,7.39,8.00,8.96,9.88,9.61,6.87,7.14,8.24
2026,6.67,7.15,9.61,9.79,9.70,8.17,7.18,9.33
2027,8.28,9.80,10.00,10.00,10.00,9.22,8.64,9.71
2028,7.78,8.70,9.61,9.67,9.70,8.22,8.14,9.57
2030,8.11,7.78,9.61,9.58,9.70,5.91,6.32,7.48
2031,9.11,9.63,9.48,9.71,9.87,8.48,7.27,8.14
2032,9.50,9.78,8.96,9.75,9.65,8.78,8.27,8.33
2033,9.28,9.80,10.00,9.88,10.00,9.61,9.18,9.43
2034,7.56,8.90,9.87,9.96,9.91,9.09,8.73,9.0
2035,7.64,8.95,9.26,10.00,9.70,9.35,8.23,9.29
2036,9.83,10.00,9.74,10.00,9.74,10.00,8.64,8.43
2037,5.58,7.60,9.13,9.58,9.78,7.91,7.55,8.05
2038,7.42,7.15,9.04,8.83,9.57,6.96,6.68,7.1
2040,7.47,8.95,9.48,9.79,10.00,8.17,8.77,8.0
2041,6.61,8.30,9.83,9.88,10.00,8.65,8.36,8.38
2042,6.94,7.20,9.48,9.33,9.96,7.65,7.45,8.19
2043,7.11,9.60,9.87,9.75,9.83,9.74,9.32,9.29
2044,8.78,9.35,9.87,9.92,9.78,9.57,7.64,9.29
2045,8.28,8.53,9.57,9.63,9.87,9.00,7.41,8.67
2046,9.06,9.85,6.70,9.08,9.35,5.26,7.64,7.71
2047,5.89,6.93,9.57,9.67,9.74,8.78,7.86,8.67
2048,8.11,8.85,9.87,9.67,10.00,8.26,7.18,7.81
2049,6.75,6.83,9.30,9.08,9.83,7.91,7.77,8.43
2050,8.78,7.95,9.48,9.75,9.83,8.61,6.82,8.0
2051,7.58,6.28,9.30,9.46,9.65,7.65,7.77,8.05
2052,7.28,7.05,9.22,9.25,9.78,6.96,6.45,7.1
2053,6.56,6.63,9.48,9.38,9.87,7.70,6.64,7.76
2054,7.61,7.08,8.48,9.17,9.83,8.04,6.50,7.19
2055,7.33,8.45,9.48,9.63,9.78,7.78,7.50,7.33
2056,6.33,5.63,9.00,8.58,9.04,6.00,5.68,7.14
2057,7.11,7.43,9.26,9.17,9.78,7.09,7.64,8.05
2058,6.72,5.67,9.35,9.25,10.00,8.17,7.18,7.29
2059,6.11,7.15,9.48,9.42,9.87,6.74,6.73,7.38
2061,7.97,7.85,9.57,9.71,9.96,7.78,7.77,8.29
2062,7.06,7.30,9.48,9.46,10.00,7.74,7.14,8.48
2063,6.50,6.90,9.09,9.50,9.61,8.17,7.82,9.29
2064,9.00,9.90,9.43,8.92,9.26,9.43,8.55,9.19
2065,7.28,7.90,9.39,9.58,9.87,8.22,8.09,8.33
2066,7.83,7.08,8.43,8.71,9.13,5.87,6.23,7.29
2067,5.86,6.40,8.57,8.50,9.00,7.00,6.77,7.43
2068,6.78,7.30,9.35,9.33,9.78,7.35,6.64,8.24
2069,6.14,7.55,9.30,9.88,9.91,8.83,7.59,9.24
2070,8.39,8.50,7.83,7.71,7.96,7.00,6.95,8.57
2071,7.83,8.70,9.39,9.21,8.43,8.04,7.55,8.0
2072,7.33,8.70,10.00,9.33,8.48,7.30,7.55,8.29
2073,7.39,8.40,9.26,8.67,8.70,7.83,7.77,9.71
2074,6.67,7.80,9.43,8.96,8.87,7.39,7.50,8.43
2075,6.36,7.68,8.74,8.83,8.87,8.61,7.68,8.57
2076,7.61,6.43,9.17,8.50,9.04,8.26,7.64,8.71
2077,7.53,8.05,9.39,9.08,9.26,8.22,8.23,9.29
2078,7.94,7.65,9.00,8.83,8.61,6.09,7.45,9.43
2079,7.72,8.40,10.00,9.79,9.09,8.26,8.09,9.29
2080,7.89,9.30,8.74,9.50,9.52,8.70,8.36,9.57
2081,8.28,8.60,10.00,9.50,9.61,9.65,8.86,9.86
2082,8.39,9.60,9.57,8.96,8.26,9.04,8.50,8.43
2083,6.86,7.30,9.78,9.21,8.52,7.74,7.14,8.57
2084,9.94,9.90,9.91,9.83,10.00,10.00,9.86,9.71
2085,8.64,9.10,9.91,9.92,9.96,8.70,8.50,9.0
2086,6.53,7.88,9.09,9.46,7.91,6.87,7.09,7.71
2087,7.33,8.45,9.83,9.42,10.00,10.00,9.45,9.86
2088,7.25,8.55,9.22,9.38,9.09,8.70,8.23,8.86
2090,8.00,8.65,10.00,9.54,10.00,8.17,8.18,8.86
2091,7.33,8.80,9.87,9.50,9.70,9.22,8.36,8.14
2092,7.92,7.65,9.22,9.17,8.87,7.13,6.86,8.29
2093,8.44,9.00,10.00,9.54,10.00,9.22,8.36,8.86
2094,7.72,7.35,9.61,8.96,8.57,8.13,7.36,8.43
2095,6.42,7.30,9.04,7.96,8.39,8.87,7.18,7.71
2096,6.94,7.85,9.65,9.54,9.13,7.74,7.82,8.14
2097,7.89,8.65,9.83,9.58,9.39,9.35,8.36,9.43
2098,7.89,8.05,9.74,9.38,8.61,8.70,8.09,8.86
2099,8.89,9.95,9.83,9.50,9.35,9.61,9.45,9.43
2100,7.67,9.10,10.00,10.00,9.17,9.48,8.36,9.14
2101,7.06,7.13,6.81,8.33,8.48,7.26,6.64,8.0
2102,6.69,7.65,9.87,9.54,9.00,7.57,7.14,8.14
2103,8.11,7.55,9.83,9.63,8.70,7.61,7.95,8.86
2104,7.61,8.80,10.00,9.88,9.43,9.74,8.77,9.86
2105,8.00,9.40,9.48,9.08,8.78,7.96,8.09,8.86
2106,8.36,9.40,9.96,9.75,9.83,9.61,9.32,9.71
2107,7.56,7.70,9.26,9.25,8.04,7.78,7.09,8.29
2108,8.17,9.35,9.61,8.92,8.70,7.48,7.14,8.86
2109,7.47,8.90,10.00,9.42,8.96,7.70,7.82,8.29
2111,6.81,8.05,9.61,8.96,8.83,7.65,7.41,9.0
2112,7.58,7.35,9.09,9.17,8.52,6.78,7.36,7.57
2113,7.33,7.70,9.48,8.92,8.35,7.52,7.55,8.0
2114,6.36,7.78,9.17,9.71,8.35,6.83,6.86,8.14
2115,7.28,8.00,9.70,9.04,8.43,7.74,7.95,8.29
2116,7.31,8.08,9.74,9.46,8.70,8.78,8.09,9.43
2117,7.83,9.30,9.78,8.96,9.26,8.91,8.36,9.57
2118,9.61,9.60,10.00,10.00,9.48,7.52,8.77,8.29
2120,7.97,8.70,9.74,9.38,9.17,9.35,8.77,9.43
2121,7.72,8.75,9.87,9.79,9.48,9.48,8.23,9.14
2122,8.03,8.53,10.00,9.75,8.91,9.09,8.23,9.57
2123,7.83,8.93,10.00,9.83,9.13,8.70,8.36,9.29
2124,8.86,9.05,9.22,8.75,8.74,7.74,7.82,8.29
2125,7.89,9.40,9.96,9.58,9.52,8.43,7.86,9.29
2126,7.78,8.95,9.52,9.42,8.48,8.96,7.82,8.43
2127,10.00,10.00,10.00,9.68,9.61,9.87,9.32,9.43
2128,6.50,7.70,9.87,9.75,9.30,8.57,8.91,9.71
2129,8.78,9.75,9.74,9.54,9.35,8.96,8.09,8.86
2130,7.00,8.40,9.78,9.63,9.48,9.48,9.05,9.14
2131,8.50,9.20,10.00,9.46,9.35,9.00,8.64,9.14
2132,8.39,10.00,10.00,9.63,9.30,9.48,8.77,9.43
2133,5.67,7.45,7.35,9.21,8.65,6.39,7.14,8.0
2134,6.72,8.20,7.61,8.79,9.35,7.87,7.95,8.43
2135,6.94,8.90,7.65,8.25,8.96,7.22,7.36,8.71
2136,7.22,8.50,7.43,8.58,8.78,7.04,6.55,7.86
2137,7.00,8.55,7.87,8.98,9.17,7.55,7.68,8.0
2138,6.17,7.90,7.74,9.13,9.00,7.09,6.77,7.86
2139,7.56,8.15,7.30,9.08,8.83,6.83,7.55,9.43
2140,8.22,9.80,8.22,9.79,9.65,9.61,8.50,9.57
2141,6.78,8.85,7.70,9.21,9.00,8.30,8.50,8.0
2143,4.97,6.60,7.65,8.46,8.26,7.52,7.00,8.0
2144,7.72,9.20,8.96,9.54,8.83,7.87,7.55,8.14
2145,7.11,7.18,7.35,7.71,8.39,6.70,6.59,7.57
2146,5.75,7.53,7.83,9.50,9.43,7.26,7.36,8.1
2147,6.25,8.70,8.35,8.60,9.17,7.39,6.73,7.71
2148,7.50,8.80,8.00,9.68,9.22,8.11,7.50,8.14
2149,7.56,7.63,8.09,8.93,8.87,7.07,7.00,8.14
2150,8.67,9.50,8.70,9.50,9.83,9.35,9.05,9.71
2151,6.72,8.45,8.30,9.92,9.91,8.04,8.23,9.29
2153,7.94,8.75,7.87,9.63,8.91,8.70,8.36,9.14
2154,6.83,7.98,7.57,8.58,9.22,8.13,8.18,9.57
2155,8.11,9.90,7.57,9.04,9.43,8.04,8.09,9.29
2156,6.83,7.80,7.70,8.67,8.35,7.65,7.68,8.52
2158,7.03,8.60,8.39,9.35,9.48,8.50,7.82,8.71
2159,6.72,7.15,7.57,8.33,8.17,7.39,7.64,8.0
2161,6.78,8.28,7.70,8.58,8.78,8.30,7.55,9.14
2163,6.81,7.65,8.04,9.73,9.35,7.72,7.55,8.57
2165,6.17,8.40,9.04,9.81,9.83,8.11,8.50,9.29
2166,8.50,10.00,9.35,9.71,9.70,9.48,8.41,9.0
2168,6.25,7.43,9.35,8.33,9.09,7.57,8.05,8.81
2169,7.11,8.60,10.00,10.00,9.83,8.61,9.55,9.57
2170,9.11,10.00,9.52,9.79,9.22,9.61,8.91,9.14
2171,7.78,8.38,9.52,9.00,9.48,8.52,8.50,9.29
2172,7.67,9.75,9.57,9.71,9.78,9.04,8.36,9.14
2173,7.83,9.25,8.96,9.25,9.61,8.78,8.05,8.86
2174,9.00,10.00,9.74,9.79,9.65,9.61,9.18,9.43
2175,8.50,9.70,9.61,9.29,9.09,8.43,7.23,8.86
2176,7.33,9.35,9.35,9.67,9.74,8.39,8.36,8.19
2177,8.39,9.50,9.61,9.75,9.87,7.39,7.55,7.76
2178,8.83,10.00,9.65,9.83,9.65,9.30,8.18,9.43
2179,9.11,9.70,8.61,8.13,8.61,10.00,9.41,9.86
2180,5.81,7.88,9.48,9.79,9.39,7.83,7.32,7.71
2181,8.33,10.00,9.70,9.75,9.35,9.09,8.00,9.29
2182,7.06,9.10,9.91,9.38,9.39,9.52,8.09,9.14
2183,8.00,9.03,9.48,9.58,9.43,8.74,8.82,9.43
2184,8.36,9.50,10.00,10.00,9.61,8.57,8.05,9.0
2185,8.67,9.90,9.70,10.00,9.74,9.74,9.73,9.71
2186,8.61,9.00,8.22,8.71,8.48,7.83,7.36,7.67
2187,5.47,7.80,8.70,8.46,8.96,8.17,7.50,8.71
2188,6.50,9.65,9.61,9.75,9.61,9.65,8.86,9.57
2190,8.67,8.95,9.91,9.42,8.96,9.48,9.18,9.71
2191,8.28,9.50,9.74,9.54,9.22,9.39,8.91,9.14
2193,5.91,5.31,9.35,8.92,9.26,7.87,7.50,9.14
2194,7.00,8.55,9.35,9.04,9.74,9.04,8.68,9.19
2195,7.56,9.40,9.57,9.00,8.70,8.57,8.77,9.0
2196,8.39,9.50,9.87,9.88,9.61,8.57,9.18,9.29
2197,7.00,9.00,8.48,8.79,9.48,9.48,8.50,9.43
2198,6.83,8.40,9.22,9.46,9.43,8.96,9.41,9.14
2199,8.22,8.50,9.30,8.58,8.22,7.22,7.55,7.43
2200,7.94,8.75,8.87,9.38,8.91,8.30,8.50,8.86
2201,7.22,8.25,9.74,9.88,9.70,9.26,8.50,9.95
2202,6.67,6.89,8.91,8.79,8.65,6.91,6.73,7.9
2203,6.22,6.33,5.54,6.56,8.74,7.17,7.64,8.43
2204,5.56,7.13,9.61,9.13,9.35,8.22,7.95,8.95
2205,7.56,9.40,9.17,8.92,9.00,7.65,7.05,7.48
2206,6.42,7.98,7.39,7.83,8.26,7.52,8.55,9.71
2207,6.39,8.05,9.91,9.67,9.43,8.39,7.64,8.86
2208,7.22,9.55,9.30,9.67,8.91,7.78,9.82,9.0
2209,8.31,9.33,8.48,8.33,8.78,7.96,8.59,9.43
2210,6.36,6.48,5.65,8.00,7.83,7.13,6.91,8.33
2211,6.61,8.05,9.09,8.46,9.30,8.48,7.23,8.19
2213,6.94,8.45,9.48,9.50,9.48,9.13,8.77,9.29
2214,6.28,6.57,8.91,8.67,9.26,6.52,6.45,7.29
2215,5.94,8.28,9.48,9.25,8.78,7.26,6.86,8.86
2216,5.92,8.00,9.65,9.63,9.70,7.87,7.68,9.24
2217,7.06,8.85,9.65,9.04,9.13,8.00,8.18,9.57
2218,6.25,7.78,9.35,8.38,8.74,7.26,7.27,8.81
2219,7.78,8.95,9.70,9.00,9.26,9.57,8.50,8.43
2220,5.86,7.45,8.09,8.58,9.35,8.57,8.18,9.71
2221,9.11,10.00,9.70,9.63,9.43,8.61,9.05,9.0
2222,8.94,9.40,9.65,9.71,9.30,9.00,8.64,8.86
2223,6.86,7.90,9.91,9.79,9.83,8.57,9.23,9.86
2224,6.83,9.70,8.48,7.71,8.09,6.65,8.64,9.43
2225,7.14,8.15,9.04,8.46,8.70,9.13,9.00,9.43
2226,7.94,8.85,9.48,9.92,9.61,9.17,8.91,9.19
2227,7.03,8.60,9.70,9.25,9.13,9.04,8.59,9.1
2228,7.25,8.80,9.83,9.42,9.52,8.91,8.32,8.38
2229,6.83,9.05,9.26,9.00,9.35,8.43,9.32,8.86
2230,6.11,7.35,9.87,9.42,9.57,8.87,8.73,9.14
2231,8.08,9.35,9.22,9.13,9.17,9.78,8.36,9.24
2232,7.14,8.25,9.61,9.25,9.57,7.26,7.50,8.62
2233,6.28,8.20,9.43,9.29,9.39,8.09,7.27,9.29
2234,6.19,8.10,9.09,8.79,9.52,8.70,8.23,9.0
2235,8.78,8.40,9.26,9.38,9.43,8.87,8.36,8.14
2236,7.89,9.30,9.09,9.42,9.00,9.83,9.05,9.38
2237,7.11,7.85,9.48,9.17,9.52,6.74,7.36,8.38
2238,6.94,7.85,8.22,9.04,8.91,8.35,7.82,8.86
2239,6.14,7.53,9.52,9.13,9.09,7.83,8.45,6.48
2240,9.03,9.70,10.00,9.67,9.74,9.48,8.64,9.43
2241,9.47,7.93,9.48,8.83,9.17,6.96,7.91,8.38
2242,6.97,8.18,9.00,9.29,8.26,8.70,8.77,8.62
2243,8.00,9.15,9.70,9.75,9.57,9.65,8.36,9.19
2245,7.81,8.80,9.22,9.67,9.70,9.65,8.91,8.81
2246,8.00,8.65,9.30,9.67,9.39,9.57,8.95,9.81
2247,8.61,9.70,9.78,9.79,9.09,7.83,7.86,9.29
2248,9.00,9.80,9.87,9.92,9.48,9.48,8.91,9.71
2249,8.06,9.00,9.78,9.50,9.39,8.52,8.59,9.48
2250,7.94,8.95,9.00,9.21,9.57,9.17,8.64,8.24
2251,8.44,9.50,7.52,8.25,8.30,7.57,8.14,8.57
2252,7.28,8.90,9.30,9.63,9.04,9.04,9.05,9.67
2253,8.61,9.55,8.61,9.71,9.26,9.26,9.32,9.33
2254,7.86,8.90,9.65,9.21,9.35,8.39,8.18,9.67
2255,7.44,8.23,9.43,9.29,9.13,8.43,8.82,9.24
2256,5.86,8.15,9.00,9.33,9.43,8.22,8.68,9.24
2257,8.50,9.70,9.13,9.38,9.30,8.87,9.00,9.24
2258,8.39,7.95,8.57,7.96,7.70,6.13,7.91,8.43
2259,6.42,8.40,8.87,8.96,9.65,7.57,7.50,7.9
2260,7.67,9.50,9.65,9.04,9.17,8.96,8.36,7.71
2261,7.67,9.60,8.61,8.42,9.04,8.83,8.09,8.76
2262,6.56,8.03,8.83,9.08,9.22,8.48,7.95,8.43
2263,7.31,9.03,8.87,9.00,9.09,8.48,8.32,8.57
2264,6.78,8.90,9.52,9.04,8.83,7.83,7.82,8.62
2265,8.28,10.00,9.74,9.54,9.78,9.74,9.14,9.29
2266,9.19,10.00,9.87,9.88,9.39,8.70,7.95,8.86
2267,6.72,8.90,9.78,9.17,9.78,9.00,8.77,8.52
2268,7.67,8.80,8.26,8.71,8.70,7.26,7.23,8.19
2269,8.28,9.60,8.48,9.04,8.96,9.52,8.50,9.57
2270,7.44,8.08,8.83,9.38,9.35,8.57,9.18,8.67
2271,9.39,10.00,9.35,9.67,9.35,9.17,9.41,9.43
2272,7.06,8.63,9.39,9.42,8.74,8.43,8.00,8.57
2273,7.56,8.65,9.26,9.25,8.87,8.09,8.73,8.81
2274,10.00,9.98,9.83,9.83,9.57,9.96,8.77,9.43
2275,6.53,8.05,9.61,9.25,8.65,8.57,7.95,7.81
2276,6.72,8.60,9.57,9.33,9.00,8.35,8.59,8.76
2277,8.67,9.63,9.43,9.33,9.48,8.48,7.91,8.71
2278,6.39,8.70,9.35,9.42,9.65,8.52,7.68,8.05
2279,7.83,8.68,9.48,9.08,8.87,8.04,7.77,7.14
2280,8.06,9.43,9.17,9.42,9.48,9.22,9.18,9.0
2281,8.67,10.00,10.00,10.00,9.91,8.83,9.00,9.14
2285,9.44,9.65,9.87,10.00,9.83,9.48,9.05,9.71
2286,7.31,8.28,9.48,9.75,9.83,8.30,7.59,9.0
2288,7.36,8.18,9.70,10.00,9.70,8.17,7.73,8.71
2289,6.69,7.68,9.26,10.00,9.74,7.96,7.86,9.0
2290,7.78,8.93,9.52,9.75,9.74,9.04,7.82,9.71
2291,9.89,10.00,10.00,10.00,9.91,9.74,9.73,9.71
2292,8.67,9.48,9.87,10.00,9.74,10.00,9.00,9.71
2293,8.78,9.18,9.87,10.00,9.83,9.22,8.77,9.95
2298,8.08,7.50,8.83,9.63,8.83,7.26,6.77,8.14
2299,9.22,9.15,8.00,8.67,9.00,9.35,7.82,9.14
2300,7.19,7.58,8.74,9.63,9.61,8.96,7.82,9.1
2301,7.81,7.03,9.48,9.88,9.65,7.91,7.05,8.43
2302,8.78,9.30,9.48,9.98,9.83,9.45,8.32,9.14
2303,7.36,7.10,9.04,9.96,9.61,7.57,6.59,7.95
2304,6.78,7.38,8.65,9.92,9.61,7.22,6.64,8.05
2305,6.08,6.65,7.83,8.38,8.22,6.70,6.50,8.0
2306,8.14,8.25,8.87,9.96,9.83,7.09,6.77,8.1
2307,7.17,8.55,8.70,9.88,9.43,8.22,7.09,8.29
2308,8.00,8.60,9.87,10.00,9.74,7.96,7.36,8.38
2309,8.11,8.68,9.61,10.00,9.74,8.91,7.95,8.86
2310,6.94,8.05,9.22,9.83,9.61,8.22,7.32,8.67
2311,9.28,9.08,9.87,10.00,9.83,9.61,8.41,9.43
2312,7.33,8.75,9.96,10.00,9.83,9.09,8.36,9.29
2313,7.00,7.98,8.43,9.21,9.83,8.74,7.45,8.1
2314,6.50,7.35,8.70,9.79,9.70,7.57,7.23,8.05
2315,7.17,7.98,9.48,9.75,9.70,7.57,7.18,8.38
2316,8.44,8.93,9.61,10.00,9.83,9.00,8.09,9.14
2317,9.28,9.15,9.65,9.88,9.74,9.48,8.55,9.71
2318,7.67,8.20,9.22,9.71,9.52,7.57,7.09,8.48
2319,8.83,9.45,9.61,10.00,9.91,7.13,7.50,9.24
2320,5.83,7.08,9.48,9.50,9.70,7.70,7.05,8.57
2321,7.72,8.88,8.61,8.96,9.48,9.22,6.82,8.19
2322,6.81,7.60,9.13,9.75,9.70,7.78,7.41,8.57
2323,8.89,9.65,9.74,10.00,9.91,9.74,8.77,9.29
2324,7.11,6.43,8.35,9.42,9.35,6.35,6.18,7.76
2325,7.17,8.00,9.48,9.83,9.74,8.48,7.32,8.95
2326,7.28,9.40,8.04,9.67,9.70,9.09,7.45,8.57
2327,8.28,8.95,9.35,10.00,9.74,8.52,8.18,9.38
2328,7.28,8.18,9.04,10.00,9.74,9.17,8.05,8.71
2329,7.72,8.55,9.09,10.00,9.70,9.22,7.95,8.43
2330,8.61,9.65,9.09,10.00,9.83,9.43,8.64,9.43
2331,6.42,7.48,9.22,9.96,9.78,8.17,7.14,8.57
2332,7.44,8.20,8.91,9.88,9.48,7.13,6.73,7.86
2333,9.17,9.55,9.48,9.96,9.74,9.09,8.50,9.43
2334,7.67,8.13,9.09,9.96,9.74,7.78,7.45,9.29
2335,9.06,9.10,9.96,9.88,9.78,9.43,8.64,9.38
2336,8.33,8.70,9.61,10.00,9.83,9.35,7.77,7.86
2337,8.42,8.68,9.22,9.71,9.61,7.83,7.36,8.81
2338,7.53,8.35,9.43,9.92,9.61,7.00,7.36,7.95
2339,6.86,7.18,9.22,9.88,9.83,7.91,7.50,8.71
2341,7.50,7.70,9.70,9.79,9.61,9.48,8.05,8.95
2342,8.19,7.70,9.61,10.00,9.74,9.61,8.77,9.71
2343,8.97,7.58,9.17,9.67,9.74,7.48,7.14,8.0
2344,8.83,9.35,9.87,10.00,9.70,9.48,9.27,9.14
2345,9.17,9.90,10.00,9.96,9.74,9.48,8.73,9.57
2346,7.47,8.20,9.09,9.33,9.43,8.83,7.00,7.95
2348,8.00,9.20,9.48,10.00,9.83,9.48,8.41,9.29
2349,6.83,7.93,9.87,9.88,9.83,9.48,8.45,9.57
2350,7.47,7.25,9.70,9.92,9.61,9.30,7.73,9.0
2352,8.83,9.18,8.57,9.88,9.70,8.52,8.41,8.71
2353,7.78,9.25,9.61,10.00,9.91,8.57,8.77,9.43
2354,8.83,9.45,9.48,10.00,9.91,9.09,8.77,9.86
2355,9.33,9.68,9.61,10.00,9.83,9.09,8.36,9.29
2356,8.67,9.65,9.35,10.00,9.83,9.19,7.86,9.71
2357,8.89,9.80,9.35,10.00,9.74,9.09,8.55,8.81
2358,8.11,7.43,8.48,9.96,9.57,8.17,7.45,7.81
2359,8.39,8.95,10.00,10.00,9.83,9.09,8.00,9.43
2360,7.78,8.70,9.22,10.00,9.83,7.65,8.14,9.0
2361,8.17,8.45,9.87,10.00,9.91,8.65,8.00,8.43
2362,8.67,9.90,9.22,10.00,9.83,10.00,9.73,0.0
2363,7.19,8.40,9.13,10.00,9.39,8.30,8.59,9.57
2364,6.25,7.38,8.70,10.00,9.83,7.48,7.82,8.95
